LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-03-31 18:51:37,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:37,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:37,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:37,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-74,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:51:37,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:37,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-74,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:51:37,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:37,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-74,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:51:39,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-73,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:51:39,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:39,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-71,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:51:39,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:39,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:39,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:39,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:39,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:43,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:50,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:50,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:54,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:54,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:54,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:54,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:54,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:58,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:58,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:58,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:58,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:58,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:58,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:58,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:51:59,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:00,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-73,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:00,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:00,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:05,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:05,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:15,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:15,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:15,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:19,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-72,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:19,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:19,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:19,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-73,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:19,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:19,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-75,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:20,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-75,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:20,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:20,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-75,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:20,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:24,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:24,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:24,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:24,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:24,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:24,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:24,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:25,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:26,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:26,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:30,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:36,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-73,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:36,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:36,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-74,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:36,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:40,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:41,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:41,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:42,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-75,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:42,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:42,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:42,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:42,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:42,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-41, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:43,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-75,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:43,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:44,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:44,1900-01-00 00:00:00,,BC:33:29:BD:FA:3C,-81,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:44,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:45,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:48,1900-01-00 00:00:00,,06:45:63:67:B2:67,-69,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:48,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:48,1900-01-00 00:00:00,,06:45:63:67:B2:67,-69,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:52:48,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:52,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:52,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:52,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:52,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:52,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:52,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:52:52,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:53:02,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:53:02,1900-01-00 00:00:00,,BC:33:29:BD:FA:3C,-79,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:53:02,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:53:06,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:53:06,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:53:06,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-74,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:53:06,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:53:07,1900-01-00 00:00:00,,6C:22:1A:5C:18:50,-74,,0.000000,0.000000,0.000,0.000,Client
2024-03-31 18:53:09,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:53:09,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:53:14,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:53:29,1900-01-00 00:00:00,ATT4rqWZdE,D0:FC:D0:C5:43:34,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-31 18:53:32,1900-01-00 00:00:00,,20:1F:3B:7A:ED:BA,-71,,0.000000,0.000000,0.000,0.000,Client
